Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Additional_Doses,Additional_Doses_Vax_Pct,Additional_Doses_12Plus,Additional_Doses_12Plus_Vax_Pct,Additional_Doses_18Plus,Additional_Doses_18Plus_Vax_Pct,Additional_Doses_50Plus,Additional_Doses_50Plus_Vax_Pct,Additional_Doses_65Plus,Additional_Doses_65Plus_Vax_Pct,Additional_Doses_Moderna,Additional_Doses_Pfizer,Additional_Doses_Janssen,Additional_Doses_Unk_Manuf,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Administered_5Plus,Admin_Per_100k_5Plus,Distributed_Per_100k_5Plus,Series_Complete_Moderna_5Plus,Series_Complete_Pfizer_5Plus,Series_Complete_Janssen_5Plus,Series_Complete_Unk_Manuf_5Plus
03/02/2022,9,LA,"7,906,390","320,000","3,221,920","4,364,470",0,"170,074","201,523","222,017","1,066,960","6,062,015","5,959,930","5,642,549","1,714,289","196,217","2,487,532","3,375,216","3,050","130,400","151,910","158,447","231,341","6,027,443","2,797,742",60.2,"2,735,151",69.7,"2,567,011",72.1,"674,144",91,"2,445,055",52.6,"2,404,526",61.3,"2,267,725",63.7,"634,473",85.6,"178,172","952,388","1,313,418","1,077","178,140","952,354","1,272,962","1,070","177,964","951,823","1,136,882","1,056","22,383","301,875","310,003",212,"928,117",38,"927,946",38.6,"913,717",40.3,"668,701",52.9,"399,673",63,"413,996","501,129","12,914",78,"2,797,468",64.3,"2,444,972",56.2,"6,061,656","139,434","181,868","952,373","1,313,373","178,151","1,075"
03/02/2022,9,DC,"1,783,205","69,900","634,080","1,079,225",0,"252,668","292,447","308,737","2,041,610","1,420,436","1,385,748","1,327,383","249,015","36,077","512,053","871,474",832,"201,266","227,263","229,818","285,100","1,333,094","672,715",95,"647,234",95,"615,071",95,"98,723",95,"505,267",71.6,"489,641",80.3,"466,103",80.7,"79,635",91.2,"38,888","173,375","292,583",421,"38,867","173,366","276,995",413,"38,845","173,295","253,573",390,"2,857","42,236","34,436",106,"176,361",34.9,"176,316",36,"171,049",36.7,"83,549",47.3,"44,103",55.4,"74,369","100,603","1,345",44,"672,547",95,"505,236",76.5,"1,420,250","215,065","270,027","173,369","292,561","38,885",421
03/02/2022,9,FM,"151,100","12,800","86,940","51,360",0,"147,674","190,923","226,455","3,140,070","106,843","97,680","88,524","7,003","13,111","74,852","18,855",25,"104,420","123,424","132,672","145,532","107,693","60,535",59.2,"54,364",68.7,"48,658",72.9,"3,763",78.2,"49,555",48.4,"46,666",59,"43,420",65.1,"3,483",72.4,"12,235","30,789","6,518",13,"12,227","30,788","3,638",13,"12,208","30,783",416,13,"1,092","2,370",20,1,"8,388",16.9,"8,379",18,"8,362",19.3,"3,057",23.8,815,23.4,"7,961",69,358,0,"60,522",65.2,"49,551",53.4,"106,830","115,092","162,786","30,789","6,518","12,231",13
03/02/2022,9,HI,"3,323,180","124,400","1,231,820","1,966,960",0,"234,709","274,391","297,775","1,237,920","2,808,245","2,706,056","2,519,437","693,816","70,321","1,020,239","1,717,393",292,"198,340","223,436","225,755","258,455","2,817,643","1,222,062",86.3,"1,165,429",95,"1,078,474",95,"268,015",95,"1,094,325",77.3,"1,047,114",86.5,"968,224",86.8,"244,778",91.2,"64,691","361,517","668,103",14,"64,662","361,460","620,978",14,"64,480","360,634","543,096",14,"11,710","107,365","125,699",4,"541,979",49.5,"541,901",51.8,"520,224",53.7,"336,679",69,"188,521",77,"242,223","293,797","5,958",1,"1,220,640",91.7,"1,093,981",82.2,"2,807,167","210,962","249,741","361,469","667,834","64,664",14
03/02/2022,9,KY,"8,410,375","378,800","3,467,600","4,563,975",0,"188,250","220,967","242,738","1,120,540","6,318,864","6,163,846","5,822,360","1,749,564","233,368","2,598,129","3,484,970","2,397","141,435","161,944","168,043","233,100","6,375,505","2,917,850",65.3,"2,831,511",74.4,"2,660,217",76.8,"721,946",95,"2,522,350",56.5,"2,454,654",64.5,"2,307,169",66.6,"640,225",85.3,"208,720","966,436","1,345,448","1,746","208,687","966,314","1,277,919","1,734","208,562","966,049","1,130,916","1,642","38,719","292,510","308,174",822,"1,078,202",42.7,"1,078,084",43.9,"1,053,107",45.6,"736,575",57.4,"427,874",66.8,"488,136","567,046","22,848",172,"2,917,406",69.5,"2,522,297",60.1,"6,317,701","150,598","200,483","966,423","1,345,432","208,697","1,745"
03/02/2022,9,PR,"7,289,990","213,900","2,560,660","4,515,430",0,"228,262","255,942","278,142","1,072,600","6,943,863","6,649,671","6,123,553","1,675,917","151,509","2,666,933","4,124,797",624,"217,424","233,462","233,638","246,583","6,952,627","3,045,055",95,"2,883,233",95,"2,655,617",95,"704,448",95,"2,603,227",81.5,"2,473,558",86.8,"2,274,683",86.8,"598,364",88,"139,326","949,799","1,513,963",139,"139,269","949,721","1,384,442",126,"139,140","949,351","1,186,108",84,"23,694","297,170","277,482",18,"1,373,739",52.8,"1,373,354",55.5,"1,274,583",56,"734,854",62.4,"381,278",63.7,"549,124","813,990","10,608",17,"3,044,114",95,"2,603,014",84.6,"6,942,742","225,691","236,979","949,743","1,513,850","139,282",139
03/02/2022,9,MD,"15,033,210","601,000","5,116,800","9,315,410",0,"248,660","291,178","319,109","1,566,950","11,532,478","11,091,232","10,266,485","2,522,408","360,907","4,172,767","6,982,190","16,614","190,756","214,826","217,926","262,916","11,624,818","5,137,716",85,"4,898,314",94.9,"4,513,295",95,"995,088",95,"4,482,113",74.1,"4,281,723",82.9,"3,942,084",83.7,"896,080",93.4,"323,210","1,498,258","2,656,406","4,239","323,043","1,498,161","2,456,352","4,167","322,836","1,497,589","2,117,786","3,873","54,960","428,058","411,903","1,159","2,186,809",48.8,"2,186,213",51.1,"2,091,563",53.1,"1,282,628",65.3,"661,446",73.8,"922,316","1,229,472","34,367",654,"5,136,918",90.4,"4,481,986",78.9,"11,531,569","202,887","264,495","1,498,223","2,656,354","323,172","4,237"
03/02/2022,9,TX,"58,958,695","2,608,400","21,170,440","35,179,855",0,"203,335","244,631","273,007","1,578,870","44,469,082","42,905,906","39,428,884","8,962,491","1,534,976","16,324,069","26,605,646","4,391","153,363","178,025","182,574","240,009","43,219,307","20,632,628",71.2,"19,744,401",81.9,"17,986,424",83.3,"3,620,969",95,"17,436,219",60.1,"16,833,129",69.8,"15,426,763",71.4,"3,208,620",85.9,"1,339,301","6,029,063","10,066,963",892,"1,338,839","6,028,247","9,465,183",860,"1,337,294","6,024,142","8,064,495",832,"177,432","1,524,497","1,506,367",324,"6,248,250",35.8,"6,247,821",37.1,"6,045,362",39.2,"3,716,001",52,"1,943,519",60.6,"2,745,501","3,407,065","95,483",201,"20,627,274",76.4,"17,434,869",64.6,"44,462,442","164,645","218,325","6,028,545","10,066,408","1,339,025",891
03/02/2022,9,IA,"6,260,855","288,400","2,393,520","3,578,935",0,"198,438","233,939","257,836","1,132,260","4,930,194","4,788,350","4,508,548","1,451,215","176,775","1,958,230","2,794,685",504,"156,263","178,918","185,672","262,448","4,935,955","2,123,455",67.3,"2,047,889",76.5,"1,914,617",78.8,"546,592",95,"1,929,558",61.2,"1,864,462",69.7,"1,744,685",71.9,"508,927",92,"161,851","708,350","1,059,010",347,"161,846","708,334","993,937",345,"161,755","708,124","874,468",338,"14,527","267,424","226,846",130,"997,092",51.7,"996,990",53.5,"971,647",55.7,"669,091",68.9,"397,548",78.1,"456,788","526,692","13,579",33,"2,123,308",71.7,"1,929,547",65.2,"4,930,048","166,588","211,556","708,345","1,059,006","161,849",347
03/02/2022,9,DE,"2,221,955","96,700","860,000","1,265,255",0,"228,182","264,579","288,494","1,176,220","1,735,450","1,687,646","1,581,435","509,384","61,460","666,553","1,005,362","2,075","178,221","200,956","205,330","269,649","1,709,028","796,686",81.8,"769,857",91.7,"720,660",93.6,"208,685",95,"659,106",67.7,"639,067",76.1,"597,427",77.6,"177,923",94.2,"56,656","231,644","370,138",668,"56,645","231,631","350,124",667,"56,595","231,501","308,678",653,"9,965","73,379","94,235",344,"288,851",43.8,"288,792",45.2,"279,330",46.8,"198,540",57.7,"117,507",66,"124,641","159,177","4,994",39,"796,522",86.7,"659,076",71.7,"1,735,262","188,811","241,768","231,633","370,123","56,652",668
03/02/2022,9,NC,"20,915,600","917,900","7,876,460","12,121,240",0,"199,423","232,770","255,462","1,194,430","16,139,041","15,661,221","14,703,394","4,253,324","510,309","6,000,994","9,626,803",935,"153,880","174,294","179,586","242,895","16,038,405","8,638,750",82.4,"8,367,067",93.1,"7,854,501",95,"2,160,307",95,"6,229,309",59.4,"6,031,327",67.1,"5,639,769",68.9,"1,500,933",85.7,"478,303","2,158,689","3,592,170",147,"478,275","2,158,572","3,394,334",146,"476,842","2,155,538","3,007,247",142,"54,450","721,351","725,066",66,"1,572,560",25.2,"1,572,420",26.1,"1,525,552",27,"1,030,643",34.2,"585,125",39,"692,136","852,959","27,443",22,"8,636,431",87.4,"6,228,492",63.1,"16,135,944","163,347","211,732","2,158,646","3,591,414","478,286",146
03/02/2022,9,US,"691,012,865","30,345,000","255,790,920","404,876,945",0,"208,131","243,726","267,565","1,261,160","553,778,476","536,615,079","501,626,748","137,098,316","18,455,620","208,524,117","326,294,469","504,270","166,796","189,269","194,233","250,216","553,778,476","253,752,684",76.4,"244,164,648",86.1,"227,040,438",87.9,"56,130,638",95,"215,775,839",65,"208,291,934",73.5,"193,706,837",75,"48,638,508",88.8,"16,767,534","75,385,763","123,478,861","143,681","16,762,543","75,379,619","116,007,656","142,116","16,736,561","75,299,410","101,534,132","136,734","2,347,785","23,190,309","23,038,042","62,372","94,552,155",43.8,"94,534,592",45.4,"91,407,153",47.2,"58,180,428",58.4,"32,262,475",66.3,"40,937,327","52,158,496","1,432,229","24,103","253,677,169",81.2,"215,752,480",69.1,"553,681,549","177,311","221,290","75,382,600","123,461,823","16,764,488","143,569"
03/02/2022,9,OR,"9,531,485","460,300","3,577,760","5,493,425",0,"225,986","261,296","284,422","1,244,190","7,452,375","7,214,270","6,765,258","1,914,710","272,592","2,773,020","4,391,345","15,418","176,691","197,772","201,877","249,936","7,455,197","3,247,443",77,"3,115,141",85.4,"2,908,771",86.8,"749,550",95,"2,898,696",68.7,"2,795,540",76.6,"2,610,476",77.9,"689,626",90,"245,449","992,465","1,655,492","5,290","245,446","992,461","1,552,358","5,275","244,601","989,535","1,371,346","4,994","52,427","311,412","324,429","1,358","1,489,498",51.4,"1,489,340",53.3,"1,433,923",54.9,"872,872",66.3,"514,505",74.6,"634,810","831,125","23,053",510,"3,246,179",81.4,"2,898,207",72.6,"7,450,620","186,736","238,889","992,464","1,655,006","245,448","5,289"
03/02/2022,9,AZ,"14,093,420","604,100","5,400,120","8,089,200",0,"193,625","227,091","249,951","1,076,960","11,559,347","11,206,193","10,438,024","3,249,328","362,295","4,551,690","6,620,492","24,870","158,810","180,569","185,121","248,299","11,320,918","5,205,436",71.5,"4,998,802",80.5,"4,616,283",81.9,"1,281,858",95,"4,379,021",60.2,"4,241,793",68.3,"3,931,536",69.7,"1,111,378",84.9,"328,412","1,616,404","2,427,492","6,713","328,167","1,616,351","2,290,583","6,692","327,947","1,615,668","1,981,327","6,594","50,365","541,456","515,997","3,560","1,735,374",39.6,"1,734,850",40.9,"1,676,127",42.6,"1,111,638",53.1,"654,931",58.9,"765,331","946,456","22,478","1,109","5,204,499",76,"4,378,721",63.9,"11,558,256","168,760","205,776","1,616,387","2,427,445","328,176","6,713"
03/02/2022,9,MA,"16,197,990","609,200","6,137,700","9,451,090",0,"235,009","269,215","292,398","1,385,230","14,288,627","13,740,746","12,818,848","3,171,165","400,413","5,590,530","8,297,244",440,"207,307","228,375","231,400","271,195","14,335,810","6,639,093",95,"6,336,195",95,"5,891,663",95,"1,381,739",95,"5,352,112",77.7,"5,109,234",84.9,"4,740,267",85.6,"1,095,094",93.7,"380,034","1,883,904","3,087,972",202,"380,004","1,883,865","2,845,167",198,"378,763","1,878,520","2,482,807",177,"74,236","495,270","525,514",74,"2,652,937",49.6,"2,652,626",51.9,"2,541,240",53.6,"1,486,034",62.9,"761,408",69.5,"1,247,777","1,379,172","25,967",21,"6,636,281",95,"5,350,962",81.9,"14,284,695","218,583","247,860","1,883,895","3,086,838","380,028",201
03/02/2022,9,OH,"21,985,155","970,500","8,274,540","12,740,115",0,"188,083","219,836","241,301","1,074,380","17,241,813","16,772,937","15,854,098","4,988,454","618,651","6,554,866","10,048,157","20,139","147,503","167,718","174,009","243,777","17,144,359","7,353,930",62.9,"7,104,092",71,"6,672,317",73.2,"1,888,304",92.3,"6,737,806",57.6,"6,524,502",65.2,"6,135,798",67.3,"1,781,073",87,"547,335","2,370,673","3,814,554","5,244","547,321","2,370,651","3,601,295","5,235","547,070","2,370,039","3,213,572","5,117","91,165","803,739","883,644","2,525","3,401,084",50.5,"3,400,397",52.1,"3,308,304",53.9,"2,255,629",64.8,"1,307,298",73.4,"1,451,888","1,891,145","57,354",697,"7,353,536",66.9,"6,737,770",61.3,"17,241,412","156,765","199,896","2,370,665","3,814,533","547,328","5,244"
03/01/2022,9,CT,"8,301,935","338,500","3,195,960","4,767,475",0,"232,855","267,292","292,543","1,317,260","7,294,402","7,048,490","6,549,426","1,769,856","246,840","2,756,073","4,290,271","1,218","204,595","226,935","230,789","280,821","7,319,499","3,348,891",93.9,"3,213,555",95,"2,973,526",95,"729,327",95,"2,774,302",77.8,"2,665,335",85.8,"2,462,383",86.8,"600,935",95,"229,409","938,367","1,606,078",448,"229,325","938,037","1,497,528",445,"229,220","937,831","1,294,989",343,"22,672","236,260","341,901",102,"1,373,461",49.5,"1,373,321",51.5,"1,320,314",53.6,"847,680",65.4,"441,472",73.5,"630,557","726,106","16,778",20,"3,347,442",95,"2,773,858",82,"7,292,535","215,527","245,360","938,159","1,605,923","229,329",447
03/01/2022,9,MD,"15,010,810","601,000","5,112,600","9,297,210",0,"248,290","290,745","318,634","1,564,610","11,524,944","11,084,624","10,260,605","2,521,444","360,815","4,170,775","6,976,783","16,571","190,631","214,698","217,801","262,816","11,616,929","5,135,718",84.9,"4,896,700",94.8,"4,511,863",95,"994,933",95,"4,480,296",74.1,"4,280,453",82.9,"3,941,017",83.7,"895,960",93.4,"323,149","1,497,896","2,655,025","4,226","322,982","1,497,799","2,455,518","4,154","322,776","1,497,230","2,117,148","3,863","54,955","428,012","411,838","1,155","2,183,175",48.7,"2,182,582",51,"2,088,315",53,"1,281,139",65.2,"660,913",73.8,"921,243","1,226,952","34,334",646,"5,134,923",90.3,"4,480,169",78.8,"11,524,037","202,754","264,101","1,497,861","2,654,973","323,111","4,224"
03/01/2022,9,KY,"8,403,575","378,700","3,465,200","4,559,675",0,"188,097","220,788","242,541","1,119,640","6,316,449","6,161,704","5,820,458","1,749,119","233,283","2,597,298","3,483,479","2,389","141,381","161,887","167,988","233,041","6,373,041","2,917,232",65.3,"2,831,006",74.4,"2,659,780",76.8,"721,888",95,"2,521,585",56.4,"2,454,050",64.5,"2,306,645",66.6,"640,158",85.3,"208,656","966,231","1,344,957","1,741","208,623","966,109","1,277,589","1,729","208,499","965,844","1,130,665","1,637","38,714","292,479","308,145",820,"1,077,204",42.7,"1,077,086",43.9,"1,052,205",45.6,"736,024",57.3,"427,611",66.8,"487,705","566,502","22,828",169,"2,916,793",69.5,"2,521,533",60.1,"6,315,291","150,541","200,321","966,218","1,344,942","208,633","1,740"
03/01/2022,9,HI,"3,319,480","124,400","1,229,720","1,965,360",0,"234,448","274,086","297,443","1,236,550","2,806,083","2,704,241","2,517,860","693,459","70,242","1,019,584","1,715,965",292,"198,188","223,286","225,614","258,322","2,815,447","1,221,405",86.3,"1,164,884",95,"1,077,994",95,"267,913",95,"1,093,746",77.2,"1,046,781",86.4,"967,956",86.7,"244,737",91.2,"64,632","361,443","667,657",14,"64,603","361,386","620,778",14,"64,422","360,560","542,960",14,"11,701","107,351","125,681",4,"541,015",49.5,"540,940",51.7,"519,368",53.7,"336,261",68.9,"188,328",77,"241,831","293,241","5,942",1,"1,219,991",91.7,"1,093,414",82.2,"2,805,025","210,801","249,462","361,395","667,400","64,605",14
03/01/2022,9,NH,"3,277,330","175,300","1,160,440","1,941,590",0,"241,031","273,437","296,736","1,290,980","2,421,303","2,359,804","2,218,107","650,762","112,888","954,626","1,353,707",82,"178,075","196,885","200,832","256,343","2,457,167","1,333,162",95,"1,294,687",95,"1,226,915",95,"378,808",95,"923,539",67.9,"899,315",75,"848,122",76.8,"236,001",93,"83,330","340,149","499,961",99,"83,302","340,042","475,872",99,"83,270","339,884","424,875",93,"17,279","98,066","120,614",42,"197,875",21.4,"197,854",22,"190,171",22.4,"118,761",24.2,"56,780",24.1,"92,189","101,012","4,662",12,"1,332,158",95,"923,307",71.2,"2,420,045","186,719","252,863","340,044","499,860","83,304",99
03/01/2022,9,TX,"58,893,195","2,605,400","21,151,140","35,136,655",0,"203,109","244,359","272,703","1,577,120","44,434,592","42,880,411","39,406,733","8,958,119","1,534,181","16,315,534","26,580,502","4,375","153,244","177,919","182,472","239,892","43,184,663","20,617,279",71.1,"19,735,220",81.9,"17,978,785",83.3,"3,619,987",95,"17,426,894",60.1,"16,826,378",69.8,"15,421,162",71.4,"3,207,788",85.9,"1,338,460","6,027,021","10,060,531",882,"1,337,994","6,026,216","9,461,318",850,"1,336,457","6,022,124","8,061,759",822,"177,359","1,524,102","1,506,009",318,"6,238,836",35.8,"6,238,409",37.1,"6,036,698",39.1,"3,711,734",51.9,"1,941,577",60.5,"2,741,788","3,401,495","95,352",201,"20,611,944",76.3,"17,425,549",64.5,"44,427,977","164,518","218,083","6,026,504","10,059,980","1,338,184",881
03/01/2022,9,VI,"145,560","2,800","37,940","104,820",0,"136,946","162,773","178,586","710,812","140,143","137,954","131,264","39,396","2,264","41,886","95,993",0,"131,850","154,268","161,046","192,382","137,807","67,647",63.6,"66,341",74.2,"62,826",77.1,"18,070",88.2,"55,975",52.7,"55,073",61.6,"52,171",64,"15,196",74.2,"2,059","15,595","38,316",5,"2,056","15,587","37,425",5,"2,052","15,565","34,549",5,562,"6,028","8,602",4,"15,844",28.3,"15,843",28.8,"15,570",29.8,"11,949",38,"6,818",44.9,"5,449","10,253",140,2,"67,580",67.8,"55,950",56.2,"140,050","140,579","146,109","15,588","38,301","2,056",5
03/01/2022,9,IL,"26,172,995","1,160,100","9,083,040","15,929,855",0,"206,545","241,497","265,609","1,280,960","21,787,515","20,936,842","19,472,404","5,033,204","673,696","7,710,592","13,374,262","28,965","171,937","193,183","197,610","246,335","22,024,529","9,630,123",76,"9,169,184",84.6,"8,473,620",86,"1,963,656",95,"8,552,058",67.5,"8,166,835",75.4,"7,544,219",76.6,"1,785,902",87.4,"620,421","2,783,334","5,139,277","9,026","620,364","2,783,217","4,754,236","9,018","617,784","2,775,613","4,142,028","8,794","83,938","794,515","903,682","3,767","4,204,995",49.2,"4,204,408",51.5,"4,046,733",53.6,"2,493,627",66,"1,347,949",75.5,"1,724,307","2,427,892","51,342","1,454","9,625,654",80.7,"8,550,023",71.7,"21,780,999","182,652","219,482","2,783,236","5,137,399","620,367","9,021"
03/01/2022,9,TN,"12,261,030","505,800","4,673,740","7,081,490",0,"179,539","210,109","230,508","1,072,340","9,601,768","9,414,901","8,955,271","2,786,956","260,764","3,670,548","5,615,811","54,645","140,599","161,336","168,360","243,744","9,431,853","4,190,816",61.4,"4,087,933",70.1,"3,858,163",72.5,"1,048,325",91.7,"3,661,353",53.6,"3,579,472",61.3,"3,385,166",63.6,"957,346",83.7,"232,727","1,302,987","2,114,065","11,574","232,673","1,302,933","2,032,358","11,508","232,425","1,302,359","1,838,981","11,401","35,736","475,323","440,293","5,994","1,548,989",42.3,"1,548,679",43.3,"1,520,051",44.9,"1,069,169",56.7,"637,003",66.5,"656,323","868,113","21,221","3,332","4,190,120",65.3,"3,661,209",57,"9,600,906","149,534","190,965","1,302,970","2,113,979","232,688","11,572"
03/01/2022,9,IA,"6,239,055","288,200","2,391,320","3,559,535",0,"197,747","233,124","256,938","1,128,310","4,928,132","4,786,565","4,507,048","1,450,956","176,734","1,957,582","2,793,312",504,"156,197","178,851","185,611","262,401","4,933,846","2,122,997",67.3,"2,047,534",76.5,"1,914,325",78.8,"546,560",95,"1,928,899",61.1,"1,863,982",69.6,"1,744,294",71.8,"508,889",92,"161,821","708,173","1,058,560",345,"161,816","708,157","993,666",343,"161,725","707,947","874,286",336,"14,526","267,408","226,825",130,"996,149",51.6,"996,049",53.4,"970,840",55.7,"668,703",68.9,"397,395",78.1,"456,470","526,079","13,570",30,"2,122,850",71.7,"1,928,888",65.2,"4,927,986","166,518","210,819","708,168","1,058,556","161,819",345
03/01/2022,9,SD,"1,764,865","89,000","705,700","970,165",0,"199,497","239,109","264,376","1,162,080","1,355,996","1,311,971","1,230,030","387,163","40,491","529,655","785,717",133,"153,279","177,750","184,258","254,929","1,371,098","663,030",74.9,"638,371",86.5,"595,105",89.1,"173,342",95,"530,100",59.9,"511,020",69.2,"477,532",71.5,"140,556",92.5,"38,490","194,437","297,138",35,"38,485","194,434","278,066",35,"38,458","194,364","244,675",35,"4,991","69,958","65,586",21,"212,091",40,"212,065",41.5,"207,103",43.4,"146,186",55.1,"88,705",63.1,"96,115","113,398","2,569",9,"662,980",80.5,"530,089",64.4,"1,355,941","164,657","214,315","194,435","297,133","38,486",35
03/01/2022,9,MN,"11,987,070","500,600","4,241,060","7,245,410",0,"212,551","250,876","276,424","1,302,400","9,907,398","9,503,138","8,861,405","2,492,856","354,204","3,595,346","5,953,735","4,113","175,675","198,890","204,346","270,850","9,921,921","4,193,013",74.3,"3,974,582",83.2,"3,685,949",85,"937,710",95,"3,848,796",68.2,"3,661,465",76.6,"3,390,250",78.2,"877,316",95,"326,394","1,290,406","2,230,512","1,484","326,375","1,290,349","2,043,273","1,468","325,853","1,288,055","1,774,919","1,423","50,500","369,303","457,158",355,"2,148,643",55.8,"2,148,363",58.7,"2,068,749",61,"1,289,225",72.9,"711,333",81.1,"864,445","1,255,593","28,286",319,"4,190,611",79.2,"3,847,653",72.8,"9,903,862","187,289","226,684","1,290,398","2,229,396","326,379","1,480"
03/01/2022,9,ID,"3,215,390","155,700","1,250,180","1,809,510",0,"179,926","215,018","240,158","1,106,200","2,366,691","2,307,188","2,169,862","685,369","86,223","893,480","1,383,697","3,291","132,435","154,285","162,067","235,789","2,388,762","1,077,939",60.3,"1,044,608",69.9,"975,966",72.9,"274,298",94.4,"951,586",53.2,"923,812",61.8,"861,298",64.3,"249,315",85.8,"80,161","326,341","544,303",781,"80,142","326,331","516,566",773,"80,091","326,181","454,263",763,"12,195","114,544","122,261",315,"387,462",40.7,"387,459",41.9,"387,296",45,"269,100",57.9,"164,889",66.1,"170,335","211,154","5,886",87,"1,077,855",64.5,"951,545",56.9,"2,366,580","141,638","192,439","326,333","544,286","80,145",781
03/01/2022,9,ND,"1,313,300","52,400","500,620","760,280",0,"172,335","206,090","225,695","1,095,830","1,064,276","1,030,593","978,436","291,220","39,512","402,965","621,476",323,"139,657","161,726","168,148","242,997","1,042,427","491,329",64.5,"474,227",74.4,"447,702",76.9,"120,512",95,"415,066",54.5,"401,691",63,"379,260",65.2,"102,065",85.2,"36,387","144,653","234,017",9,"36,381","144,647","220,654",9,"36,235","144,440","198,576",9,"4,370","48,093","49,599",3,"166,970",40.2,"166,957",41.6,"165,215",43.6,"113,559",57.6,"69,199",67.8,"76,171","88,303","2,489",7,"491,113",69.4,"415,010",58.6,"1,063,994","150,290","185,505","144,649","233,969","36,383",9
03/01/2022,9,VA2,"7,786,420","626,000","3,792,380","3,368,040",0,0,0,0,0,"7,213,240","7,213,046","7,209,743","3,807,345","254,677","3,718,604","3,239,676",283,0,0,0,0,"7,213,240","3,406,285",0,"3,406,165",0,"3,404,279",0,"1,665,362",0,"2,931,051",0,"2,930,976",0,"2,929,583",0,"1,493,216",0,"233,027","1,436,860","1,261,152",12,"233,020","1,436,838","1,261,106",12,"232,985","1,436,799","1,259,787",12,"76,539","815,627","601,049",1,"1,094,537",37.3,"1,094,531",37.3,"1,094,482",37.4,"994,615",43.1,"717,883",48.1,"578,451","495,416","20,670",0,"3,406,181",0,"2,930,981",0,"7,213,067",0,0,"1,436,838","1,261,110","233,021",12
03/01/2022,9,MP,"122,030","3,600","25,020","93,410",0,"235,347","288,555","338,267","3,250,670","106,131","97,785","86,250","8,418","1,334","14,544","90,253",0,"204,685","231,225","239,085","224,241","106,253","45,110",87,"40,704",95,"35,344",95,"3,202",85.3,"42,912",82.8,"38,976",92.2,"33,868",93.9,"3,094",82.4,"1,140","5,183","36,588",1,"1,140","5,183","32,652",1,"1,140","5,182","27,545",1,119,499,"2,476",0,"19,222",44.8,"19,221",49.3,"18,145",53.6,"9,015",66.8,"2,243",72.5,"3,800","15,226",196,0,"45,106",93.8,"42,912",89.2,"106,127","220,629","253,690","5,183","36,588","1,140",1
03/01/2022,9,KS,"5,749,415","254,400","2,198,340","3,296,675",0,"197,350","234,508","259,794","1,209,160","4,437,143","4,297,349","4,005,473","1,196,325","136,595","1,682,821","2,613,843","3,884","152,306","175,281","180,992","251,600","4,548,185","2,139,221",73.4,"2,059,392",84,"1,914,364",86.5,"524,409",95,"1,751,920",60.1,"1,691,581",69,"1,569,548",70.9,"424,577",89.3,"125,148","623,836","1,002,230",706,"125,127","623,803","941,963",688,"125,015","623,426","820,507",600,"18,565","201,706","204,032",274,"721,925",41.2,"721,810",42.7,"698,076",44.5,"464,731",56.2,"274,314",64.6,"313,054","398,308","10,371",192,"2,139,056",78.4,"1,751,898",64.2,"4,436,960","162,646","210,757","623,828","1,002,222","125,143",705
